SourceID,Model,OA,OAS,Index
6a4536c92baed18e74d417a1,Claude Opus 4.6,0,closed,11
6a4536c92baed18e74d417a1,ChatGPT 5.2,0,closed,20
6a4536c92baed18e74d417a1,Claude Opus 4.6,0,closed,20
6a4536c92baed18e74d417a1,ChatGPT 5.2,0,closed,27
6a4536c92baed18e74d417a1,Claude Opus 4.6,0,closed,27
6a4536c92baed18e74d417a1,ChatGPT 5.2,0,closed,36
6a4536c92baed18e74d417a1,Claude Opus 4.6,0,closed,36
6a4536c92baed18e74d417a1,ChatGPT 5.2,0,closed,39
6a4536c92baed18e74d417a1,Claude Opus 4.6,1,green,39
6a4536c92baed18e74d417a1,ChatGPT 5.2,0,closed,41
6a4536c92baed18e74d417a1,Claude Opus 4.6,0,closed,41
6a4536c92baed18e74d417a1,ChatGPT 5.2,1,green,47
6a4536c92baed18e74d417a1,Claude Opus 4.6,0,closed,47
6a4536c92baed18e74d417a1,ChatGPT 5.2,1,green,51
6a4536c92baed18e74d417a1,Claude Opus 4.6,1,gold,51
6a4536c92baed18e74d417a1,ChatGPT 5.2,1,green,54
6a4536c92baed18e74d417a1,Claude Opus 4.6,1,gold,54
6a4536c92baed18e74d417a1,ChatGPT 5.2,1,green,55
6a4536c92baed18e74d417a1,Claude Opus 4.6,0,closed,55
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,1
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,1
6a4536ea2baed18e74d417d1,ChatGPT 5.2,1,green,2
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,2
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,3
6a4536ea2baed18e74d417d1,Claude Opus 4.6,1,bronze,3
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,4
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,4
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,9
6a4536ea2baed18e74d417d1,Claude Opus 4.6,1,bronze,9
6a4536ea2baed18e74d417d1,ChatGPT 5.2,1,green,10
6a4536ea2baed18e74d417d1,Claude Opus 4.6,1,green,10
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,13
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,13
6a4536ea2baed18e74d417d1,ChatGPT 5.2,1,bronze,14
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,14
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,17
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,17
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,18
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,18
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,22
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,22
6a4536ea2baed18e74d417d1,ChatGPT 5.2,1,bronze,26
6a4536ea2baed18e74d417d1,Claude Opus 4.6,1,hybrid,26
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,27
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,27
6a4536ea2baed18e74d417d1,ChatGPT 5.2,1,gold,28
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,28
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,30
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,30
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,32
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,32
6a4536ea2baed18e74d417d1,ChatGPT 5.2,1,green,35
6a4536ea2baed18e74d417d1,Claude Opus 4.6,1,green,35
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,36
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,36
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,38
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,38
6a4536ea2baed18e74d417d1,ChatGPT 5.2,1,bronze,39
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,39
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,40
6a4536ea2baed18e74d417d1,Claude Opus 4.6,1,green,40
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,42
6a4536ea2baed18e74d417d1,Claude Opus 4.6,1,gold,42
6a4536ea2baed18e74d417d1,ChatGPT 5.2,1,green,48
6a4536ea2baed18e74d417d1,Claude Opus 4.6,1,bronze,48
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,49
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,49
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,50
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,50
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,52
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,52
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,53
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,53
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,58
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,58
6a4536ea2baed18e74d417d1,ChatGPT 5.2,1,green,60
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,60
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,65
6a4536ea2baed18e74d417d1,Claude Opus 4.6,1,bronze,65
6a4536ea2baed18e74d417d1,ChatGPT 5.2,1,green,66
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,66
6a4536ea2baed18e74d417d1,ChatGPT 5.2,0,closed,69
6a4536ea2baed18e74d417d1,Claude Opus 4.6,0,closed,69
6a4536ea2baed18e74d417d1,ChatGPT 5.2,1,green,73
6a4536ea2baed18e74d417d1,Claude Opus 4.6,1,bronze,73
6a4536fb2baed18e74d41843,ChatGPT 5.2,1,bronze,6
6a4536fb2baed18e74d41843,Claude Opus 4.6,1,green,6
6a4536fb2baed18e74d41843,ChatGPT 5.2,1,hybrid,13
6a4536fb2baed18e74d41843,Claude Opus 4.6,1,green,13
6a4536fb2baed18e74d41843,ChatGPT 5.2,0,closed,16
6a4536fb2baed18e74d41843,Claude Opus 4.6,1,green,16
6a4536fb2baed18e74d41843,ChatGPT 5.2,0,closed,19
6a4536fb2baed18e74d41843,Claude Opus 4.6,0,closed,19
6a4536fb2baed18e74d41843,ChatGPT 5.2,1,green,21
6a4536fb2baed18e74d41843,Claude Opus 4.6,0,closed,21
6a4536fb2baed18e74d41843,ChatGPT 5.2,0,closed,26
6a4536fb2baed18e74d41843,Claude Opus 4.6,0,closed,26
6a4536fb2baed18e74d41843,ChatGPT 5.2,0,closed,28
6a4536fb2baed18e74d41843,Claude Opus 4.6,1,bronze,28
6a4536fb2baed18e74d41843,ChatGPT 5.2,0,closed,45
6a4536fb2baed18e74d41843,Claude Opus 4.6,0,closed,45
6a4536fb2baed18e74d41843,ChatGPT 5.2,0,closed,46
6a4536fb2baed18e74d41843,Claude Opus 4.6,0,closed,46
6a4536fb2baed18e74d41843,ChatGPT 5.2,0,closed,53
6a4536fb2baed18e74d41843,Claude Opus 4.6,1,bronze,53
6a4536fb2baed18e74d41843,ChatGPT 5.2,1,green,54
6a4536fb2baed18e74d41843,Claude Opus 4.6,1,bronze,54
6a4536fb2baed18e74d41843,ChatGPT 5.2,0,closed,60
6a4536fb2baed18e74d41843,Claude Opus 4.6,0,closed,60
6a4536fb2baed18e74d41843,ChatGPT 5.2,1,green,65
6a4536fb2baed18e74d41843,Claude Opus 4.6,1,green,65
6a4536fb2baed18e74d41843,ChatGPT 5.2,0,closed,69
6a4536fb2baed18e74d41843,Claude Opus 4.6,1,green,69
6a4536fb2baed18e74d41843,ChatGPT 5.2,1,hybrid,71
6a4536fb2baed18e74d41843,Claude Opus 4.6,1,hybrid,71
6a4537052baed18e74d4187f,ChatGPT 5.2,0,closed,3
6a4537052baed18e74d4187f,Claude Opus 4.6,1,green,3
6a4537052baed18e74d4187f,ChatGPT 5.2,0,closed,9
6a4537052baed18e74d4187f,Claude Opus 4.6,1,bronze,9
6a4537052baed18e74d4187f,ChatGPT 5.2,0,closed,12
6a4537052baed18e74d4187f,Claude Opus 4.6,0,closed,12
6a4537052baed18e74d4187f,ChatGPT 5.2,1,gold,29
6a4537052baed18e74d4187f,Claude Opus 4.6,0,closed,29
6a4537162baed18e74d418a1,ChatGPT 5.2,1,green,2
6a4537162baed18e74d418a1,Claude Opus 4.6,1,bronze,2
6a4537162baed18e74d418a1,ChatGPT 5.2,0,closed,3
6a4537162baed18e74d418a1,Claude Opus 4.6,1,gold,3
6a4537162baed18e74d418a1,ChatGPT 5.2,1,green,6
6a4537162baed18e74d418a1,Claude Opus 4.6,1,gold,6
6a4537162baed18e74d418a1,ChatGPT 5.2,1,bronze,9
6a4537162baed18e74d418a1,Claude Opus 4.6,0,closed,9
6a4537162baed18e74d418a1,ChatGPT 5.2,1,hybrid,15
6a4537162baed18e74d418a1,Claude Opus 4.6,0,closed,15
6a4537162baed18e74d418a1,ChatGPT 5.2,1,bronze,20
6a4537162baed18e74d418a1,Claude Opus 4.6,1,bronze,20
6a4537162baed18e74d418a1,ChatGPT 5.2,1,bronze,21
6a4537162baed18e74d418a1,Claude Opus 4.6,1,bronze,21
6a4537162baed18e74d418a1,ChatGPT 5.2,1,bronze,34
6a4537162baed18e74d418a1,Claude Opus 4.6,1,green,34
6a4537162baed18e74d418a1,ChatGPT 5.2,1,green,37
6a4537162baed18e74d418a1,Claude Opus 4.6,1,green,37
6a4537162baed18e74d418a1,ChatGPT 5.2,1,green,40
6a4537162baed18e74d418a1,Claude Opus 4.6,1,green,40
6a4537162baed18e74d418a1,ChatGPT 5.2,1,gold,44
6a4537162baed18e74d418a1,Claude Opus 4.6,0,closed,44
6a4537162baed18e74d418a1,ChatGPT 5.2,1,green,48
6a4537162baed18e74d418a1,Claude Opus 4.6,1,green,48
6a4537162baed18e74d418a1,ChatGPT 5.2,1,green,50
6a4537162baed18e74d418a1,Claude Opus 4.6,1,green,50
6a4537162baed18e74d418a1,ChatGPT 5.2,1,bronze,55
6a4537162baed18e74d418a1,Claude Opus 4.6,1,bronze,55
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,2
6a45372e2baed18e74d418d9,Claude Opus 4.6,0,closed,2
6a45372e2baed18e74d418d9,ChatGPT 5.2,1,bronze,3
6a45372e2baed18e74d418d9,Claude Opus 4.6,1,bronze,3
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,5
6a45372e2baed18e74d418d9,Claude Opus 4.6,0,closed,5
6a45372e2baed18e74d418d9,ChatGPT 5.2,1,bronze,6
6a45372e2baed18e74d418d9,Claude Opus 4.6,0,closed,6
6a45372e2baed18e74d418d9,ChatGPT 5.2,1,green,10
6a45372e2baed18e74d418d9,Claude Opus 4.6,1,green,10
6a45372e2baed18e74d418d9,ChatGPT 5.2,1,green,15
6a45372e2baed18e74d418d9,Claude Opus 4.6,0,closed,15
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,20
6a45372e2baed18e74d418d9,Claude Opus 4.6,0,closed,20
6a45372e2baed18e74d418d9,ChatGPT 5.2,1,bronze,22
6a45372e2baed18e74d418d9,Claude Opus 4.6,1,gold,22
6a45372e2baed18e74d418d9,ChatGPT 5.2,1,bronze,24
6a45372e2baed18e74d418d9,Claude Opus 4.6,1,bronze,24
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,25
6a45372e2baed18e74d418d9,Claude Opus 4.6,0,closed,25
6a45372e2baed18e74d418d9,ChatGPT 5.2,1,green,26
6a45372e2baed18e74d418d9,Claude Opus 4.6,0,closed,26
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,32
6a45372e2baed18e74d418d9,Claude Opus 4.6,0,closed,32
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,33
6a45372e2baed18e74d418d9,Claude Opus 4.6,0,closed,33
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,34
6a45372e2baed18e74d418d9,Claude Opus 4.6,0,closed,34
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,37
6a45372e2baed18e74d418d9,Claude Opus 4.6,1,bronze,37
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,42
6a45372e2baed18e74d418d9,Claude Opus 4.6,0,closed,42
6a45372e2baed18e74d418d9,ChatGPT 5.2,1,green,44
6a45372e2baed18e74d418d9,Claude Opus 4.6,1,gold,44
6a45372e2baed18e74d418d9,ChatGPT 5.2,1,bronze,45
6a45372e2baed18e74d418d9,Claude Opus 4.6,1,bronze,45
6a45372e2baed18e74d418d9,ChatGPT 5.2,1,green,52
6a45372e2baed18e74d418d9,Claude Opus 4.6,1,green,52
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,55
6a45372e2baed18e74d418d9,Claude Opus 4.6,0,closed,55
6a45372e2baed18e74d418d9,ChatGPT 5.2,1,green,65
6a45372e2baed18e74d418d9,Claude Opus 4.6,1,green,65
6a45372e2baed18e74d418d9,ChatGPT 5.2,1,green,81
6a45372e2baed18e74d418d9,Claude Opus 4.6,1,green,81
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,82
6a45372e2baed18e74d418d9,Claude Opus 4.6,1,bronze,82
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,89
6a45372e2baed18e74d418d9,Claude Opus 4.6,1,green,89
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,90
6a45372e2baed18e74d418d9,Claude Opus 4.6,1,green,90
6a45372e2baed18e74d418d9,ChatGPT 5.2,0,closed,92
6a45372e2baed18e74d418d9,Claude Opus 4.6,0,closed,92
6a45373b2baed18e74d41937,ChatGPT 5.2,1,green,11
6a45373b2baed18e74d41937,Claude Opus 4.6,0,closed,11
6a45373b2baed18e74d41937,ChatGPT 5.2,1,hybrid,25
6a45373b2baed18e74d41937,Claude Opus 4.6,1,gold,25
6a45373b2baed18e74d41937,ChatGPT 5.2,1,bronze,31
6a45373b2baed18e74d41937,Claude Opus 4.6,1,bronze,31
6a45373b2baed18e74d41937,ChatGPT 5.2,0,closed,54
6a45373b2baed18e74d41937,Claude Opus 4.6,1,green,54
6a45373b2baed18e74d41937,ChatGPT 5.2,0,closed,55
6a45373b2baed18e74d41937,Claude Opus 4.6,0,closed,55
6a4537472baed18e74d41963,ChatGPT 5.2,1,green,1
6a4537472baed18e74d41963,Claude Opus 4.6,0,closed,1
6a4537472baed18e74d41963,ChatGPT 5.2,0,closed,2
6a4537472baed18e74d41963,Claude Opus 4.6,0,closed,2
6a4537472baed18e74d41963,ChatGPT 5.2,0,closed,3
6a4537472baed18e74d41963,Claude Opus 4.6,0,closed,3
6a4537472baed18e74d41963,ChatGPT 5.2,0,closed,5
6a4537472baed18e74d41963,Claude Opus 4.6,1,green,5
6a4537472baed18e74d41963,ChatGPT 5.2,0,closed,7
6a4537472baed18e74d41963,Claude Opus 4.6,0,closed,7
6a4537472baed18e74d41963,ChatGPT 5.2,0,closed,12
6a4537472baed18e74d41963,Claude Opus 4.6,0,closed,12
6a4537472baed18e74d41963,ChatGPT 5.2,0,closed,15
6a4537472baed18e74d41963,Claude Opus 4.6,1,green,15
6a4537472baed18e74d41963,ChatGPT 5.2,1,bronze,17
6a4537472baed18e74d41963,Claude Opus 4.6,0,closed,17
6a4537472baed18e74d41963,ChatGPT 5.2,1,gold,18
6a4537472baed18e74d41963,Claude Opus 4.6,1,bronze,18
6a4537472baed18e74d41963,ChatGPT 5.2,0,closed,19
6a4537472baed18e74d41963,Claude Opus 4.6,1,gold,19
6a4537472baed18e74d41963,ChatGPT 5.2,1,bronze,20
6a4537472baed18e74d41963,Claude Opus 4.6,0,closed,20
6a4537472baed18e74d41963,ChatGPT 5.2,1,bronze,21
6a4537472baed18e74d41963,Claude Opus 4.6,0,closed,21
6a4537472baed18e74d41963,ChatGPT 5.2,0,closed,26
6a4537472baed18e74d41963,Claude Opus 4.6,0,closed,26
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,bronze,9
6a45375a2baed18e74d4198b,Claude Opus 4.6,0,closed,9
6a45375a2baed18e74d4198b,ChatGPT 5.2,0,closed,10
6a45375a2baed18e74d4198b,Claude Opus 4.6,0,closed,10
6a45375a2baed18e74d4198b,ChatGPT 5.2,0,closed,12
6a45375a2baed18e74d4198b,Claude Opus 4.6,1,bronze,12
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,bronze,15
6a45375a2baed18e74d4198b,Claude Opus 4.6,1,green,15
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,green,16
6a45375a2baed18e74d4198b,Claude Opus 4.6,1,green,16
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,green,19
6a45375a2baed18e74d4198b,Claude Opus 4.6,1,green,19
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,green,29
6a45375a2baed18e74d4198b,Claude Opus 4.6,1,bronze,29
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,gold,31
6a45375a2baed18e74d4198b,Claude Opus 4.6,0,closed,31
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,bronze,33
6a45375a2baed18e74d4198b,Claude Opus 4.6,1,bronze,33
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,green,35
6a45375a2baed18e74d4198b,Claude Opus 4.6,0,closed,35
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,green,38
6a45375a2baed18e74d4198b,Claude Opus 4.6,0,closed,38
6a45375a2baed18e74d4198b,ChatGPT 5.2,0,closed,40
6a45375a2baed18e74d4198b,Claude Opus 4.6,1,green,40
6a45375a2baed18e74d4198b,ChatGPT 5.2,0,closed,43
6a45375a2baed18e74d4198b,Claude Opus 4.6,0,closed,43
6a45375a2baed18e74d4198b,ChatGPT 5.2,0,closed,45
6a45375a2baed18e74d4198b,Claude Opus 4.6,0,closed,45
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,bronze,52
6a45375a2baed18e74d4198b,Claude Opus 4.6,1,gold,52
6a45375a2baed18e74d4198b,ChatGPT 5.2,0,closed,55
6a45375a2baed18e74d4198b,Claude Opus 4.6,0,closed,55
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,bronze,56
6a45375a2baed18e74d4198b,Claude Opus 4.6,0,closed,56
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,bronze,58
6a45375a2baed18e74d4198b,Claude Opus 4.6,0,closed,58
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,green,60
6a45375a2baed18e74d4198b,Claude Opus 4.6,1,green,60
6a45375a2baed18e74d4198b,ChatGPT 5.2,0,closed,71
6a45375a2baed18e74d4198b,Claude Opus 4.6,1,green,71
6a45375a2baed18e74d4198b,ChatGPT 5.2,0,closed,73
6a45375a2baed18e74d4198b,Claude Opus 4.6,1,bronze,73
6a45375a2baed18e74d4198b,ChatGPT 5.2,1,gold,74
6a45375a2baed18e74d4198b,Claude Opus 4.6,1,green,74
6a4537672baed18e74d419cd,ChatGPT 5.2,1,bronze,16
6a4537672baed18e74d419cd,Claude Opus 4.6,1,hybrid,16
6a4537672baed18e74d419cd,ChatGPT 5.2,1,bronze,18
6a4537672baed18e74d419cd,Claude Opus 4.6,1,bronze,18
6a4537672baed18e74d419cd,ChatGPT 5.2,1,green,30
6a4537672baed18e74d419cd,Claude Opus 4.6,1,green,30
6a4537672baed18e74d419cd,ChatGPT 5.2,1,green,31
6a4537672baed18e74d419cd,Claude Opus 4.6,1,bronze,31
6a4537672baed18e74d419cd,ChatGPT 5.2,1,bronze,38
6a4537672baed18e74d419cd,Claude Opus 4.6,0,closed,38
6a4537672baed18e74d419cd,ChatGPT 5.2,1,bronze,42
6a4537672baed18e74d419cd,Claude Opus 4.6,1,bronze,42
6a4537672baed18e74d419cd,ChatGPT 5.2,0,closed,47
6a4537672baed18e74d419cd,Claude Opus 4.6,1,bronze,47
6a4537672baed18e74d419cd,ChatGPT 5.2,1,green,48
6a4537672baed18e74d419cd,Claude Opus 4.6,1,green,48
6a4537672baed18e74d419cd,ChatGPT 5.2,0,closed,55
6a4537672baed18e74d419cd,Claude Opus 4.6,0,closed,55
6a45378d2baed18e74d419f5,ChatGPT 5.2,0,closed,1
6a45378d2baed18e74d419f5,Claude Opus 4.6,0,closed,1
6a45378d2baed18e74d419f5,ChatGPT 5.2,1,gold,4
6a45378d2baed18e74d419f5,Claude Opus 4.6,0,closed,4
6a45378d2baed18e74d419f5,ChatGPT 5.2,0,closed,5
6a45378d2baed18e74d419f5,Claude Opus 4.6,1,gold,5
6a45378d2baed18e74d419f5,ChatGPT 5.2,1,hybrid,6
6a45378d2baed18e74d419f5,Claude Opus 4.6,1,gold,6
6a45378d2baed18e74d419f5,ChatGPT 5.2,0,closed,7
6a45378d2baed18e74d419f5,Claude Opus 4.6,1,green,7
6a45378d2baed18e74d419f5,ChatGPT 5.2,1,green,8
6a45378d2baed18e74d419f5,Claude Opus 4.6,0,closed,8
6a45378d2baed18e74d419f5,ChatGPT 5.2,1,hybrid,12
6a45378d2baed18e74d419f5,Claude Opus 4.6,1,bronze,12
6a45378d2baed18e74d419f5,ChatGPT 5.2,0,closed,13
6a45378d2baed18e74d419f5,Claude Opus 4.6,0,closed,13
6a45378d2baed18e74d419f5,ChatGPT 5.2,0,closed,14
6a45378d2baed18e74d419f5,Claude Opus 4.6,0,closed,14
6a45378d2baed18e74d419f5,ChatGPT 5.2,1,bronze,17
6a45378d2baed18e74d419f5,Claude Opus 4.6,0,closed,17
6a45378d2baed18e74d419f5,ChatGPT 5.2,0,closed,18
6a45378d2baed18e74d419f5,Claude Opus 4.6,1,green,18
6a45378d2baed18e74d419f5,ChatGPT 5.2,1,bronze,19
6a45378d2baed18e74d419f5,Claude Opus 4.6,0,closed,19
6a45378d2baed18e74d419f5,ChatGPT 5.2,0,closed,22
6a45378d2baed18e74d419f5,Claude Opus 4.6,0,closed,22
6a45378d2baed18e74d419f5,ChatGPT 5.2,1,green,26
6a45378d2baed18e74d419f5,Claude Opus 4.6,0,closed,26
6a45378d2baed18e74d419f5,ChatGPT 5.2,1,green,28
6a45378d2baed18e74d419f5,Claude Opus 4.6,0,closed,28
6a45378d2baed18e74d419f5,ChatGPT 5.2,0,closed,29
6a45378d2baed18e74d419f5,Claude Opus 4.6,0,closed,29
6a45378d2baed18e74d419f5,ChatGPT 5.2,0,closed,33
6a45378d2baed18e74d419f5,Claude Opus 4.6,0,closed,33
6a45378d2baed18e74d419f5,ChatGPT 5.2,1,gold,34
6a45378d2baed18e74d419f5,Claude Opus 4.6,0,closed,34
6a45378d2baed18e74d419f5,ChatGPT 5.2,0,closed,41
